,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
113, I love,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
116,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
120,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
122,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
124,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
126,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
128,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
130,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
132,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
134,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
136,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
138,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
140,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
160,'You can cum for free at home: the case against prostitution.',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
